case_id,task,dataset,perturbation,uncorrected_single_drift,original_noise,perturbed_noise,noise_baseline,raw_perturbation_drift,noise_corrected_drift,clean_single_correct,perturbed_single_correct,single_pass_rate_drop,abs_single_pass_rate_change,single_sample_pdr,clean_mean_correctness,perturbed_mean_correctness,repeated_pass_rate_drop,abs_repeated_pass_rate_change,repeated_sampling_pdr,correctness_sample_noise,harmful_correctness_drop,correctness_changed
promptrobust_pdr_paraphrase_squad_06,factual_qa,SQuAD V2,paraphrase,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_paraphrase_squad_07,factual_qa,SQuAD V2,paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_paraphrase_squad_08,factual_qa,SQuAD V2,paraphrase,0.41575019866255525,2.220446049250313e-16,0.0,1.1102230246251565e-16,0.41575019866255525,0.41575019866255514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_paraphrase_squad_09,factual_qa,SQuAD V2,paraphrase,0.0002940575901799747,0.0,0.15899769054514565,0.07949884527257282,0.08021356494178367,0.0007147196692108421,1.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.23570226039551584,1,1
promptrobust_pdr_paraphrase_squad_10,factual_qa,SQuAD V2,paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_01,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_02,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_03,factual_qa,SQuAD V2,reordering,3.7363634963760717e-07,0.0,0.0,0.0,3.7363634963760717e-07,3.7363634963760717e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_04,factual_qa,SQuAD V2,reordering,0.0015666150468879314,2.220446049250313e-16,1.1102230246251565e-16,1.6653345369377348e-16,0.0015666150468879314,0.0015666150468877649,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_05,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_06,factual_qa,SQuAD V2,reordering,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_07,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_08,factual_qa,SQuAD V2,reordering,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_09,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_squad_10,factual_qa,SQuAD V2,reordering,5.578079276258308e-07,0.0,0.0,0.0,5.578079276258308e-07,5.578079276258308e-07,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_01,factual_qa,SQuAD V2,surface_noise,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_02,factual_qa,SQuAD V2,surface_noise,3.535129430298767e-07,0.0,2.3567529535325113e-07,1.1783764767662556e-07,2.3567529535325113e-07,1.1783764767662556e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_03,factual_qa,SQuAD V2,surface_noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_04,factual_qa,SQuAD V2,surface_noise,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_05,factual_qa,SQuAD V2,surface_noise,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_06,factual_qa,SQuAD V2,surface_noise,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_07,factual_qa,SQuAD V2,surface_noise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_08,factual_qa,SQuAD V2,surface_noise,2.220446049250313e-16,2.220446049250313e-16,0.2771667991083702,0.13858339955418522,0.13858339955418522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_squad_09,factual_qa,SQuAD V2,surface_noise,0.033566324360715605,0.0,0.02237754957381048,0.01118877478690524,0.022377549573810402,0.011188774786905163,1.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.23570226039551584,1,1
promptrobust_pdr_surface_noise_squad_10,factual_qa,SQuAD V2,surface_noise,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_context_injection_math_01,math_reasoning,MATH,context_injection,0.030184564405300263,0.0372508778499275,0.041908347976776304,0.0395796129133519,0.0387011045192891,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_context_injection_math_02,math_reasoning,MATH,context_injection,0.05507060287490129,0.02543398459594204,0.05200444090555393,0.03871921275074798,0.035106421378060255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_context_injection_math_03,math_reasoning,MATH,context_injection,0.02269152769322158,0.08651051042663734,0.11346606318900283,0.09998828680782008,0.10627618556229833,0.006287898754478244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_context_injection_math_04,math_reasoning,MATH,context_injection,0.05292987519364878,0.04363733590304678,0.08157130127786023,0.06260431859045351,0.0687409368214606,0.006136618231007085,1.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.23570226039551584,1,1
promptrobust_pdr_context_injection_math_05,math_reasoning,MATH,context_injection,0.033637265621550894,0.03078448505886903,0.05481237487175061,0.042798429965309824,0.04168108258153769,0.0,0.0,1.0,-1.0,1.0,0.0,0.6666666666666666,1.0,-0.33333333333333337,0.33333333333333337,-0.5000000000000001,0.23570226039551584,0,1
promptrobust_pdr_context_injection_math_06,math_reasoning,MATH,context_injection,0.011596862861271706,0.0061173913406104745,0.013834605504109901,0.009975998422360188,0.012262283752830474,0.0022862853304702856,0.0,1.0,-1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.3333333333333333,-1.0,0.4714045207910317,0,1
promptrobust_pdr_context_injection_math_07,math_reasoning,MATH,context_injection,0.05924866850952892,0.04511702572250501,0.05713657218690319,0.0511267989547041,0.046440882431622955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_context_injection_math_08,math_reasoning,MATH,context_injection,0.021804546570331595,0.028681967694210015,0.013242832526752549,0.020962400110481283,0.022825303186545617,0.0018629030760643345,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.23570226039551584,1,1
promptrobust_pdr_context_injection_math_09,math_reasoning,MATH,context_injection,0.06089103589030842,0.10082223357202236,0.053602486427816544,0.07721235999991945,0.06785137806152425,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.4714045207910317,0,0
promptrobust_pdr_context_injection_math_10,math_reasoning,MATH,context_injection,0.018364968048219854,0.03368681914761851,0.031383114769096464,0.03253496695835749,0.03158332517809475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_formatting_math_01,math_reasoning,MATH,formatting,0.02169737766531299,0.028591490594002344,0.026585812665143333,0.027588651629572837,0.02615918404764297,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_formatting_math_02,math_reasoning,MATH,formatting,0.03327708648019956,0.032664304875564674,0.05652232773706667,0.044593316306315675,0.05066158045212646,0.006068264145810784,0.0,1.0,-1.0,1.0,0.0,0.0,0.6666666666666666,-0.6666666666666666,0.6666666666666666,0.0,0.23570226039551584,0,1
promptrobust_pdr_formatting_math_03,math_reasoning,MATH,formatting,0.15580014270095766,0.07168283985008324,0.05323910219259875,0.062460971021340995,0.16746868786033084,0.10500771683898985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_formatting_math_04,math_reasoning,MATH,formatting,0.025343459838937488,0.0920549282218391,0.061637554086305,0.07684624115407204,0.07182670773971986,0.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,-0.6666666666666667,0.6666666666666667,-2.0000000000000004,0.23570226039551584,0,1
promptrobust_pdr_formatting_math_05,math_reasoning,MATH,formatting,0.02179703004028799,0.046184341955014675,0.035238304122259034,0.04071132303863685,0.037391500688076125,0.0,0.0,1.0,-1.0,1.0,0.0,0.3333333333333333,1.0,-0.6666666666666667,0.6666666666666667,-2.0000000000000004,0.23570226039551584,0,1
promptrobust_pdr_formatting_math_06,math_reasoning,MATH,formatting,0.028533591082057774,0.012881475043864202,0.020825501956693415,0.016853488500278808,0.015559668872555839,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_formatting_math_07,math_reasoning,MATH,formatting,0.08923114794643694,0.05592298681283255,0.07997287081572413,0.06794792881427834,0.059124997102223915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_formatting_math_08,math_reasoning,MATH,formatting,0.008637392963178891,0.009871958944196754,0.01320039790443365,0.011536178424315202,0.013269667788334926,0.0017334893640197236,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.4714045207910317,0,0
promptrobust_pdr_formatting_math_09,math_reasoning,MATH,formatting,0.05286075785670796,0.058159114753670416,0.09089650154131064,0.07452780814749052,0.0717425170114923,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.3333333333333333,-1.0,0.4714045207910317,0,1
promptrobust_pdr_formatting_math_10,math_reasoning,MATH,formatting,0.03858081654755363,0.03155050063515985,0.029024521254309803,0.03028751094473483,0.03217888300184871,0.0018913720571138784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_paraphrase_math_01,math_reasoning,MATH,paraphrase,0.02838693411536719,0.020104456778754793,0.02881597033998547,0.02446021355937013,0.030203460053344375,0.005743246493974244,1.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.23570226039551584,1,1
promptrobust_pdr_paraphrase_math_02,math_reasoning,MATH,paraphrase,0.007800013362334601,0.05344266847787105,0.024436626190706967,0.03893964733428901,0.03558782955676392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.0,0.23570226039551584,0,1
promptrobust_pdr_paraphrase_math_03,math_reasoning,MATH,paraphrase,0.09113000820561235,0.1474771134572411,0.12252204288059458,0.13499957816891783,0.13890209702661296,0.003902518857695131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_paraphrase_math_04,math_reasoning,MATH,paraphrase,0.06239944187062052,0.08695843645481464,0.0424431348831259,0.06470078566897028,0.07215295410480721,0.007452168435836931,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_paraphrase_math_05,math_reasoning,MATH,paraphrase,0.0838128778583993,0.06116667572620749,0.019137146933179916,0.0401519113296937,0.03610989500162368,0.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.3333333333333333,-1.0,0.4714045207910317,0,1
promptrobust_pdr_paraphrase_math_06,math_reasoning,MATH,paraphrase,0.0031408350856583223,0.013082369807631333,0.009507448713278724,0.011294909260455028,0.012458159620424007,0.0011632503599689793,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.23570226039551584,1,1
promptrobust_pdr_paraphrase_math_07,math_reasoning,MATH,paraphrase,0.0647237307302172,0.06049242298812781,0.0442838162767325,0.05238811963243016,0.059881314457137576,0.007493194824707415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_paraphrase_math_08,math_reasoning,MATH,paraphrase,0.019018666272399676,0.01643862960726794,0.013509836352532742,0.014974232979900342,0.01430368393365712,0.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,0.23570226039551584,1,1
promptrobust_pdr_paraphrase_math_09,math_reasoning,MATH,paraphrase,0.07204048091246362,0.06959662160364925,0.06719344371333584,0.06839503265849255,0.07025298077632429,0.0018579481178317425,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.0,0.23570226039551584,0,1
promptrobust_pdr_paraphrase_math_10,math_reasoning,MATH,paraphrase,0.027488283498105393,0.02712468937431123,0.03978478215218395,0.03345473576324759,0.0324258945784515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_math_01,math_reasoning,MATH,reordering,0.03460397451009167,0.044279262797455865,0.023707424779918274,0.03399334378868707,0.031539477303231,0.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,-0.33333333333333337,0.33333333333333337,-0.5000000000000001,0.23570226039551584,0,1
promptrobust_pdr_reordering_math_02,math_reasoning,MATH,reordering,0.08464819017370284,0.04866498822231954,0.0424728246171154,0.04556890641971747,0.03565849663154087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.0,0.23570226039551584,0,1
promptrobust_pdr_reordering_math_03,math_reasoning,MATH,reordering,0.14454367730376527,0.11127636139029858,0.10994445343920552,0.11061040741475205,0.0991304701871864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_math_04,math_reasoning,MATH,reordering,0.0230207281772139,0.10060216645988833,0.04733115778503205,0.0739666621224602,0.06780741749236438,0.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,-0.33333333333333337,0.33333333333333337,-0.5000000000000001,0.23570226039551584,0,1
promptrobust_pdr_reordering_math_05,math_reasoning,MATH,reordering,0.07256616057111498,0.051749667478678485,0.016528639526908712,0.0341391535027936,0.0432169824146804,0.009077828911886805,1.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.23570226039551584,1,1
promptrobust_pdr_reordering_math_06,math_reasoning,MATH,reordering,0.03999979120585817,0.011441008717162285,0.03389515621557426,0.022668082466368273,0.03337481253196074,0.01070673006559247,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,-0.33333333333333337,0.33333333333333337,-0.5000000000000001,0.23570226039551584,0,1
promptrobust_pdr_reordering_math_07,math_reasoning,MATH,reordering,0.04536848309092778,0.11529817533379856,0.09309054992489744,0.104194362629348,0.08067695297917138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_reordering_math_08,math_reasoning,MATH,reordering,0.0076643786624102095,0.006697899754313637,0.021248529109102687,0.013973214431708162,0.014619585373793079,0.0006463709420849173,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.23570226039551584,1,1
promptrobust_pdr_reordering_math_09,math_reasoning,MATH,reordering,0.05592417235348779,0.07636895009804785,0.06620900999753421,0.07128898004779102,0.07086599660371823,0.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.4714045207910317,0,0
promptrobust_pdr_reordering_math_10,math_reasoning,MATH,reordering,0.018243090057734945,0.02142090812446214,0.024444192997127228,0.022932550560794684,0.0188925052183511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_math_01,math_reasoning,MATH,surface_noise,0.037489321058430614,0.03648841372710354,0.02375867352184291,0.030123543624473226,0.03683144275097826,0.006707899126505032,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,-0.33333333333333337,0.33333333333333337,-0.5000000000000001,0.23570226039551584,0,1
promptrobust_pdr_surface_noise_math_02,math_reasoning,MATH,surface_noise,0.02213793215258486,0.016882837166829184,0.03855761663156887,0.02772022689919903,0.030593841935394037,0.0028736150361950083,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.4714045207910317,0,0
promptrobust_pdr_surface_noise_math_03,math_reasoning,MATH,surface_noise,0.22932643437848432,0.1343744924590394,0.16722897840867826,0.15080173543385883,0.1305515289144664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_math_04,math_reasoning,MATH,surface_noise,0.06488551471849802,0.10330374071577231,0.09662699256528706,0.09996536664052968,0.08034400953489841,0.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,-0.33333333333333337,0.33333333333333337,-0.5000000000000001,0.23570226039551584,0,1
promptrobust_pdr_surface_noise_math_05,math_reasoning,MATH,surface_noise,0.0372297760589928,0.04589757997446146,0.025928668916696835,0.03591312444557915,0.042842605642234396,0.006929481196655249,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.0,0.23570226039551584,0,1
promptrobust_pdr_surface_noise_math_06,math_reasoning,MATH,surface_noise,0.015027985505772445,0.006142980547329498,0.009255192931319304,0.007699086739324401,0.01452136063797391,0.006822273898649509,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1
promptrobust_pdr_surface_noise_math_07,math_reasoning,MATH,surface_noise,0.030947925174553692,0.10366598825176325,0.0778838622101073,0.09077492523093528,0.07877063611349086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_math_08,math_reasoning,MATH,surface_noise,0.005345286901875634,0.006309300012753131,0.007191391674368146,0.0067503458435606385,0.00988948254185773,0.003139136698297092,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,0,1
promptrobust_pdr_surface_noise_math_09,math_reasoning,MATH,surface_noise,0.06687653269873473,0.06595887700440757,0.056954364502453315,0.061456620753430447,0.05555388905928314,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
promptrobust_pdr_surface_noise_math_10,math_reasoning,MATH,surface_noise,0.02471193312846376,0.033207577881717465,0.04148074465118926,0.03734416126645336,0.033081646510883016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
